,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
NTNames#Hagar,-0.3341794,0.3918451,-0.121463664,0.1995885,0.757267,0.13536718,0.016049191,0.42049417,0.40911373,0.93924934,-0.6590985,0.20732851,0.39599627,-0.16462192,-0.11235937,0.43663454,0.27197194,0.3934838,0.99508506,-0.5898024,0.5703585,0.19680582,0.45792577,-0.27382842,0.36098394,-0.0798882,0.26270154,0.24257255,-0.0028260257,0.19342189,-0.03166924,-0.5044337,0.41432357,0.14554855,0.44195887,0.5050184,0.0633534,-0.21452227,0.2883611,0.273133
NTNames#Hamor,0.41198936,-0.052594483,0.08895379,0.2192606,0.008207846,0.41356343,0.015227464,0.64716846,-0.5469747,0.58399206,-0.32576182,0.53508,0.32214385,-0.49131846,-0.12243675,0.1943344,0.29596582,0.080762394,0.43853897,-0.7167575,-0.5140313,-0.15744717,0.6268507,-0.3841604,-0.13026279,0.13019536,0.18940437,-0.44682208,0.3281813,0.27823415,-0.040714853,-0.31056157,0.44454542,0.00991619,0.16497287,0.25519654,-0.05131347,-0.39078978,-0.35099375,-0.07204178
NTNames#Haran,-0.42414585,0.38687807,-0.33387968,-0.41046804,-0.09265077,0.13986447,-0.51411176,0.37976027,-0.12774286,0.32201737,-0.34529042,0.12334516,0.22043328,-0.8087388,-0.15996853,0.15218812,0.3170563,0.032142654,0.12579922,-0.3881898,-0.08120454,0.4095532,0.40699443,-0.17299739,0.16750155,0.14160138,0.22593008,-0.0024285805,-0.36667857,0.46937647,-0.2855927,0.2409428,0.09726065,-0.23846559,0.14342,0.22881652,-0.4758366,-0.3421013,-0.033496816,-0.0701298
NTNames#HaranGeodata,-0.05689491,-0.046592604,-0.43826294,0.12455144,-0.22856738,0.36417952,-0.34541214,0.40382332,-0.037551478,0.08210303,-0.08399525,0.44199795,0.3211051,-0.576542,-0.33234516,0.22232382,0.11120412,-0.21152408,0.23272556,-0.60876536,0.07872746,0.16135573,-0.017728984,-0.27139977,0.3714847,0.13629061,0.0349077,-0.2008287,-0.43478057,0.3873284,-0.18430011,-0.49749333,0.49169156,-0.0019950361,0.16564736,0.3607933,-0.4534401,-0.46675757,-0.10696878,0.015976842
NTNames#Hebrew,0.20878607,0.2850052,-0.3393217,-0.2706164,-0.09025389,0.4174399,0.08521819,0.2982775,0.06975161,0.27979586,-0.20452037,0.2627794,0.23077157,0.026393194,-0.43670022,0.43605557,0.19087417,-0.047478,0.25818777,-0.49090073,0.0057787765,-0.21745433,0.29219782,0.030906068,0.55724967,-0.028469961,0.30309415,0.24274778,-0.35239786,0.25205547,-0.37482524,0.057816137,0.23092078,-0.6375323,-0.26270744,0.37896425,-0.1634646,-0.5057891,-0.1935386,0.24033244
NTNames#Hebrews,-0.11082125,0.24271764,-0.518262,-0.5228358,0.36378595,0.31200904,-0.36525825,-0.006636927,0.13516106,0.114111304,-0.1269009,0.07926708,0.2190241,-0.10021747,-0.16193126,0.7692536,0.14660615,-0.068705365,0.49592826,-0.30850828,-0.38573283,0.09431396,-0.085263304,0.05990224,-0.18086869,0.06238971,0.05776633,-0.27144665,-0.07128455,0.34006387,-0.4655812,0.010512242,0.057558052,0.059650414,0.07797372,0.3787818,-0.4785583,-0.42850316,-0.13807231,0.088050835
NTNames#Heli,0.35518086,0.32141483,-0.03184258,-0.3271797,-0.10541703,0.18384227,0.17760126,0.29965627,-0.30625308,0.46139404,-0.124472216,-0.22898404,0.37638882,-0.16840138,-0.25962853,-0.06015602,0.5160055,0.043670017,0.50658745,-0.56923974,-0.31847775,0.4456629,0.024380142,-0.09549542,-0.22051692,-0.13363203,0.28673407,0.18581483,-0.21784933,0.21987347,-0.33986878,-0.2780356,0.016850386,-0.6174604,-0.052129947,0.4243154,-0.16237104,-0.29755938,-0.18676548,-0.10508371
NTNames#Hellenists,-0.24100053,0.26006943,-0.4440683,-0.42139837,0.4463816,0.40023017,-0.3784269,-0.083838776,0.05853143,0.1486403,-0.16210227,0.063008614,0.23193668,-0.30838576,-0.15790309,0.7091293,0.10156455,-0.05101882,0.4198322,-0.32591385,-0.4192526,0.103006445,-0.033551693,-0.0053317584,-0.29995373,0.14651474,0.19862428,-0.28681234,-0.19274512,0.24130398,-0.4908606,0.05615687,0.2669249,-0.07739859,0.071073286,0.43741646,-0.6021238,-0.46904042,-0.13164744,0.25906473
NTNames#Hermas,0.2017951,-0.11509391,-0.040655207,-0.0787609,0.5252536,0.28168985,-0.05069002,0.21438575,0.34010145,0.4339343,-0.50830185,0.49901265,0.52898973,-0.5602247,-0.5756117,0.5603474,0.15851897,0.036481146,-0.061115623,-0.3033433,-0.19572091,-0.13654418,0.5029844,-0.46505764,-0.13226835,0.15344986,0.060221925,0.03541255,0.6388673,0.22902754,-0.079963066,-0.04333674,0.3926899,-0.034113202,-0.18495573,-0.14390294,-0.13001338,-0.49358115,-0.40920717,0.30187663
NTNames#Hermes,0.30495793,-0.122462556,-0.14222273,-0.13711211,0.43846652,0.24762595,-0.06519564,0.40712783,0.33416995,0.35658824,-0.5064473,0.61245644,0.5145511,-0.41357914,-0.5663375,0.6684247,0.22763357,0.025141656,-0.06615936,-0.2565605,-0.1850884,-0.15036449,0.5005874,-0.4611301,-0.12880501,0.14986922,0.0646475,0.02821531,0.5266428,0.18714967,-0.08732471,-0.003008162,0.19886798,-0.13704136,-0.16358374,-0.16479282,-0.31734583,-0.4338754,-0.4170031,0.2690378
NTNames#Hermogenes,0.59134614,0.14957228,-0.11621889,-0.164559,0.541066,0.30436182,-0.041961923,0.28597745,0.74775225,0.443058,-0.31477433,0.19275331,0.48208663,-0.1711067,-0.6022601,0.4746256,0.29719716,-0.032255303,0.120055154,-0.20052011,-0.30887187,-0.09147788,0.45746347,-0.28570673,0.09017475,0.06562659,0.09769569,0.9657997,0.28547975,0.4371391,-0.027002752,-0.009116702,0.392637,0.084120914,-0.026903678,-0.31157374,-0.19487381,-0.45714962,-0.27329966,0.2574731
NTNames#HerodAgrippaI,-0.06177721,0.29161525,0.33086726,-0.10650669,0.062964976,0.3370319,-0.39150438,0.3720925,0.10828138,0.46468747,-0.29621804,0.29872143,0.8215592,-0.2364291,-0.34676564,0.28054363,0.6730201,-0.07446049,0.18265624,-0.6722449,-0.1041329,0.32464147,0.17318144,-0.30219975,-0.42785463,-0.15665592,0.43223295,0.32723737,0.4609041,0.2872902,0.0486984,-0.09934141,0.296484,0.32834297,0.008665023,0.039260622,0.06496011,-0.45461294,0.28380662,0.083350666
NTNames#HerodAgrippaII,-0.17103146,0.73434645,0.27862403,-0.06316166,0.06933252,0.37891346,-0.39841792,0.32992485,0.46798727,0.7180742,-0.33104402,0.5194423,0.3593198,-0.16812818,-0.20550455,0.3008281,0.4210979,-0.1264774,0.47951648,-0.4908619,-0.03455705,0.08971054,0.57454413,-0.17043273,-0.35099843,-0.2287001,0.5569244,0.2478882,-0.04397131,0.032233786,0.06769113,-0.12954204,0.343856,0.5166686,0.0528473,0.04273045,0.052091654,-0.49535078,-0.093783416,0.082798876
NTNames#HerodAntipas,-0.23079036,-0.055955347,0.12181285,-0.13561982,0.27563968,0.30765897,-0.07624208,0.25809452,-0.25473285,0.96578217,-0.06112388,0.3555987,0.17038317,-0.121285014,-0.52518725,0.029549265,0.49926555,0.11073798,0.950176,-0.45536014,-0.105263345,-0.14423992,0.5733256,0.13166024,-0.5077486,-0.20815854,0.048062485,0.285514,-0.107762024,0.11463023,-0.3584405,-0.22258107,0.65874946,0.103546105,0.14153522,-0.22914398,-0.13759604,-0.15075085,-0.08244682,-0.2984007
NTNames#HerodTheGreat,-0.115763865,0.29559702,0.40735704,-0.107845694,-0.0596968,0.29769433,-0.13351862,0.2778373,0.012035851,0.38086697,-0.275867,0.22487798,0.66261816,-0.41976383,-0.38342962,0.36323193,0.58985776,-0.13260677,0.1974453,-0.8939176,-0.10297471,0.35724294,0.12004023,-0.391466,-0.5410464,-0.21209745,0.30474588,0.05053616,0.2727785,0.2851561,-0.0040728236,-0.10397185,0.36910924,0.06369235,0.44332072,-0.35889143,-0.45262483,-0.5121237,0.28621334,-0.29785115
NTNames#Herodians,-0.081750855,0.071455695,-0.10373056,-0.29676002,0.14551958,0.4635343,-0.48291782,0.1986174,0.26354986,0.2994783,-0.14504565,0.1151881,0.21975791,-0.052942097,-0.1706849,0.23057894,0.23900603,0.016940193,0.4368909,-0.53251225,0.2282467,0.07478404,0.06902624,0.042662285,0.5533208,0.016048364,0.22937256,0.037596434,-0.58548045,0.28383744,-0.59064335,0.20759982,0.2923634,-0.18719819,0.06741037,0.28359988,-0.29619956,-0.5091227,-0.20684445,0.28641802
NTNames#Herodias,-0.4378749,0.21210594,-0.010286717,-0.18498611,-0.2810009,0.4669084,-0.071376465,0.01403815,0.3040366,0.6448444,-0.39002112,0.2536638,0.4831806,0.030193347,-0.47470665,0.39712092,0.38508508,0.22452143,0.25232288,-0.56653845,0.20977095,0.33232084,0.52658206,-0.6411444,0.31395382,-0.20907794,0.3075561,-0.23261699,-0.33175296,0.08886878,0.039689865,-0.7545004,0.39047694,0.0014892273,0.35360092,-0.260712,-0.007101255,-0.4416222,0.19736706,-0.34261778
NTNames#Herodion,0.25080088,-0.06152821,-0.06907073,-0.053156726,0.29586363,0.32769474,-0.08233445,0.161798,0.37202907,0.53536135,-0.56347615,0.53019637,0.28274482,-0.1431615,-0.61129653,0.6268903,0.024753708,0.09246842,-0.0071110865,-0.357601,-0.15268056,-0.14583218,0.52154684,-0.52769554,-0.11838422,0.19933406,0.123328775,-0.08691313,0.26029825,0.26476422,-0.053791914,-0.0064726053,0.39623263,-0.24182376,-0.14103127,-0.07556371,-0.112683915,-0.38427252,-0.4181766,0.2056824
NTNames#Hezekiah,0.32795745,0.17516242,-0.07686201,-0.23258622,-0.031495105,0.27501926,-0.11312879,-0.107312575,0.11106989,0.30820334,-0.2192756,-0.007371787,0.36398682,-0.3662346,-0.4149049,-0.10255895,0.5014505,-0.10760085,0.1936126,-0.25590628,-0.67270213,0.22687848,0.274322,-0.5386419,-0.21680479,-0.14081843,0.18242791,-0.02074303,0.43507406,0.23609158,-0.25038177,-0.45716378,0.04282728,-0.43722337,-0.063871235,0.35053197,-0.119874276,-0.36190477,-0.16137053,0.23379032
NTNames#Hezron,0.42151922,0.30108422,-0.11755037,-0.23443872,-0.03603258,0.28528506,0.16376454,-0.008878012,0.13067108,0.3926975,-0.2886361,0.11638299,0.3339645,-0.17853346,-0.49817353,0.19820768,0.49148715,-0.07527134,0.084855855,-0.45145506,-0.41058317,0.41819134,0.30247712,-0.16027455,-0.021716066,-0.070765935,0.13461491,0.10843776,0.5011786,0.21900709,-0.18961304,-0.36618114,0.121875465,-0.027698897,-0.010562453,1.0211338,-0.02363203,-0.35946018,0.04708373,-0.024552617
NTNames#Hierapolis,-0.3472696,0.34839737,-0.3506668,-0.4445171,0.114572786,0.25460643,-0.0841486,0.24441235,0.1132884,0.1961695,-0.08080544,0.4168697,0.2575029,-0.5347238,-0.12213351,0.10218594,0.24388923,-0.05629258,0.077262945,-0.3364414,0.064226426,0.31731805,0.4484823,-0.14324641,0.1696657,0.006094161,0.29922894,0.10992273,0.4188919,0.22369769,-0.36749867,0.08323111,0.28182384,-0.11787154,0.34376276,0.3842282,-0.24308068,-0.3813853,-0.07389638,0.17592274
NTNames#Hosea,0.27925852,0.20984742,-0.13757633,-0.2921127,0.3810573,0.30601484,-0.1487051,0.1687941,-0.027692482,0.2119293,-0.13441326,0.27951503,0.31439197,-0.6393437,-0.26033744,0.4438028,0.24148536,-0.13180618,0.29094657,-0.46909222,-0.50376403,0.16795582,0.23204711,-0.22351456,-0.25697178,0.008565636,0.12091851,0.03379958,-0.0054780957,0.27680603,-0.2530112,-0.04887062,0.049580168,0.09447854,0.23186772,0.14566956,-0.11732902,-0.43295923,-0.15546392,0.056809608
NTNames#Human,0.23309812,0.072447605,0.291885,0.095136754,0.50709313,0.19453384,-0.43850458,-0.3407183,-0.5630769,-0.22180223,-0.8743269,0.899064,-0.03667466,0.054292705,-0.14274125,0.42235038,0.17172854,0.5415314,0.96771944,-0.4826609,-0.16516581,0.22331618,0.8626908,-0.18373778,0.61659044,0.4080132,-0.07960497,0.51830643,0.75744325,0.52963704,-0.44843057,-0.12901768,-0.07080079,-0.33929572,-0.12140031,0.11481037,-0.18699269,-0.06475742,-0.055666152,-0.10349255
NTNames#HumanAttribute,0.45200467,0.09579194,0.25692853,-0.20620312,0.28699183,-0.08526568,-0.49849445,-0.26425746,0.7305659,-0.034224927,-0.17804039,0.16666296,0.20900597,-0.32328928,-0.7989568,0.050642513,-0.094239675,0.2064047,0.65434974,-0.35202676,0.021365862,-0.10879545,0.43390834,-0.15851398,0.48171604,0.39647105,0.10141576,-0.10786335,0.571544,0.46153829,-0.5183946,-0.046530716,-0.10324337,-0.3607486,0.09870985,0.3932171,-0.60401464,-0.35190964,0.09537754,0.32566854
NTNames#Hymenaeus,0.2052413,0.6052716,-0.39256984,-0.29359192,0.4409173,0.35588396,-0.24461378,0.5303951,0.28141633,0.6189752,-0.09056549,0.11518355,0.28994295,-0.092475235,0.0414817,0.1588691,0.24081898,0.12336329,0.46940002,-0.39426953,-0.9075714,0.26316407,-0.06628497,-0.4270258,-0.44784847,0.07936406,0.07400709,-0.01754283,0.47442174,0.28404808,-0.19866142,0.24980168,0.17722921,-0.056056857,-0.07107454,0.2852801,-0.14148086,-0.6342011,-0.24890493,-0.1858368
NTNames#Iconium,-0.31302276,0.32537925,-0.389696,-0.38058326,0.538957,0.31996012,-0.5033094,0.289679,-0.06403662,0.2247689,-0.07755608,0.044402167,0.22933207,-0.57967776,-0.67717963,-0.041661486,0.10459417,-0.092054196,0.017477298,-0.38396162,0.13187619,0.3700757,0.5186765,-0.14231908,-0.12654637,0.06779096,0.11386066,0.30952886,0.051947366,0.31582943,-0.5107372,0.16418226,0.22117172,-0.049562972,0.08618367,0.36278343,-0.20777112,-0.1961435,-0.108437516,0.24597998
NTNames#IconiumGeodata,0.23465005,0.1329006,-0.29762074,0.1087938,0.46985584,0.32851276,-0.51472616,0.092772014,-0.028721273,0.12991618,-0.12553492,0.25147933,0.26177025,-0.00032003262,-0.034080625,0.18705325,0.18272856,-0.23449282,0.39661375,-0.6317299,0.23365459,0.25880748,-0.13280188,-0.38156947,-0.08523999,0.08881817,0.24607407,0.53022313,-0.08973245,0.3461592,-0.36178517,-0.4818904,0.25478944,-0.0032336188,0.33657873,0.32276812,-0.40281644,-0.6537133,-0.25972208,0.032198206
NTNames#Idumea,-0.36043563,0.10806807,-0.26577902,-0.41561735,-0.069582,0.4489984,-0.2879802,0.3158802,0.507091,0.20254472,-0.08389603,0.35133317,0.40523034,0.0063112206,-0.21001548,0.15958983,0.17811641,-0.026518818,0.63799256,-0.56686515,0.0073771724,-0.1314515,0.093040735,0.049433414,0.797502,-0.011728352,0.1668905,0.1827151,0.24587764,0.35440964,-0.2648979,-0.22534628,-0.08667798,-0.24523313,0.17859139,0.05890625,-0.075844385,-0.42615214,0.08302795,-0.013524059
NTNames#Illyricum,-0.29862165,-0.017888213,-0.31820673,-0.35811728,0.3050182,0.47218314,-0.097292244,0.32405627,0.12001848,0.19476609,-0.02292546,0.22076023,0.38267344,0.4809502,-0.22491203,0.1157395,0.17422631,-0.0017835599,0.23858097,-0.77008384,-0.5139461,-0.13632652,-0.087944075,-0.11208002,0.40381706,0.075139545,0.27693945,0.17615317,0.17227869,0.42854667,-0.50895745,0.033649903,0.22174348,-0.5400543,0.08208602,0.1778587,-0.47184238,-0.44372684,-0.3101106,-0.119577505
NTNames#Immanuel,0.36044577,0.062354647,-0.12861188,-0.22721091,0.28981218,0.4003083,-0.3004229,0.24630816,-0.22640283,0.23106198,-0.117957205,0.50699145,0.38402012,0.060817227,-0.47264332,0.27869758,0.1353812,-0.0677168,0.3601341,-0.542777,-0.33630925,0.27026236,0.17227569,-0.24499924,-0.19673915,-0.00073264446,0.0549319,0.1385509,0.21432354,0.33378437,-0.23337397,0.17088729,0.040377054,-0.39975372,0.0011036835,0.13127126,-0.26098,-0.49320486,-0.1741028,-0.16479224
NTNames#Isaac,-0.17752911,0.32611346,-0.2944268,-0.11433985,-0.019888304,0.20414424,-0.16816165,-0.2223077,-0.06291225,0.63673437,-0.34640577,0.30777302,0.48718804,-0.56737995,-0.32301608,0.018475885,0.44125834,-0.16196378,0.94968516,-0.35124588,-0.071210854,0.30873582,0.48126075,-0.04018757,-0.3095895,-0.27212128,0.46396497,-0.02183905,0.17055207,0.20383488,0.18285784,-0.5830929,-0.07279452,-0.37640366,0.121328436,0.44701853,-0.08335607,-0.22308913,0.4748057,0.00036173972
NTNames#Isaiah,0.15641566,0.20041995,-0.048999146,-0.28715232,0.44240403,0.34445208,-0.08905391,0.23109673,0.60383946,0.28814763,-0.12768343,0.25111842,0.384251,-0.033034176,-0.33703247,0.41587546,0.21545114,-0.03233199,0.33925986,-0.43745053,-0.54602885,0.21057911,0.19113244,-0.15165353,-0.21545498,0.060795873,0.17955402,0.2239296,0.08590083,0.26387042,-0.32842433,0.06914226,-0.047077812,0.023482664,0.08165588,0.19844632,-0.21466118,-0.458191,-0.23668124,0.048918355
NTNames#Iscariot,0.30288646,0.08918268,-0.12908852,-0.22471997,0.58730483,0.3557101,-0.13838002,0.21749845,0.08318434,0.29423755,-0.069578305,0.15181918,0.26440632,0.16349925,-0.37968376,0.4374258,0.12303422,-0.108560525,0.35901326,-0.527636,-0.37912023,0.1890398,0.3252771,-0.13843612,-0.34354383,0.06805084,0.20244879,0.1507675,-0.23056206,0.35904977,-0.4350817,0.058841117,0.12799148,-0.47907433,-0.07474945,0.23909374,-0.23114693,-0.49450946,-0.14273879,-0.14101592
NTNames#Island,0.027490186,0.23979151,0.4047893,0.0060770432,0.8350722,0.5944051,-0.29182518,0.23462321,0.023691157,0.003489324,-0.23501424,0.3849966,-0.02712627,-0.77004063,-0.49351838,0.4299763,0.1958752,-0.12617953,0.43578485,-0.05684368,-0.42893156,-0.01818766,0.25640598,-0.70902044,0.82037497,-0.052472666,0.28103828,0.40378794,-0.29128948,-0.014290663,-0.6083596,-0.038642567,-0.16693564,0.10525363,0.030496357,0.48998785,-0.3560395,-0.22902896,0.27751464,0.3104045
NTNames#Israel,-0.14125842,0.42325693,0.009241582,-0.24517156,0.8594532,0.18050647,-0.41654515,0.1974834,0.40657037,0.11796834,0.1379818,-0.08622764,0.24389835,-0.35148814,-0.07495599,-0.2969541,1.5062525,0.05311933,0.11578792,-0.6271583,-0.27112472,0.4204722,0.46809608,-0.14672396,0.38841212,0.34194687,0.065348126,-0.1853677,0.39333087,0.3381107,-0.43042427,-0.33717984,-0.1421303,-0.45069537,0.099035986,0.19008979,0.046424445,-0.33260503,0.045681424,0.03948278
NTNames#Israelites,-0.09049878,0.11125866,-0.44913408,-0.48659697,0.30767313,0.36884242,-0.40435925,-0.111845955,0.024130464,0.13438825,-0.15960032,0.17988755,0.23531061,0.19868934,-0.35216057,0.47969007,0.13649595,0.048697844,0.39743346,-0.30155465,-0.40567893,0.089646585,-0.1186586,-0.11352272,-0.19202527,-0.05495707,0.06885794,-0.18733221,-0.14231929,0.31603566,-0.4837897,0.1162871,0.30949745,-0.4672283,0.08378099,0.3018032,-0.51033014,-0.57148826,-0.1571557,0.06607964
NTNames#Issachar,0.35085344,0.35618478,-0.16402729,-0.096877344,0.43551907,0.30675858,-0.18007958,0.7401721,0.005113233,0.46730888,-0.0282713,0.20630121,0.25706396,-0.39413574,-0.498084,-0.034991343,0.024911575,-0.33334082,0.46016696,-0.41650212,-0.5540543,-0.1843847,0.43932888,-0.2834542,-0.2021034,-0.17382473,0.083020374,0.5346325,0.34335673,0.109163076,-0.25758162,0.06718495,0.30904812,-0.508744,-0.015281675,0.36078796,-0.3801518,-0.40539408,-0.042542454,-0.012769287
NTNames#ItalianCohort,-0.012928401,0.15970391,-0.12587787,-0.31577787,0.57881695,0.28860086,-0.67881155,0.16777527,0.057948187,0.25867394,-0.32021642,0.2624036,0.098221995,0.047670495,-0.10664964,0.20775376,0.19857424,-0.032387592,0.45767382,-0.56204015,0.2576817,0.10967199,0.09463678,0.083169945,0.6218623,0.013740295,0.1388946,0.05797768,-0.3707513,0.33684155,-0.33751416,0.27748445,0.355499,-0.55724776,0.12460218,0.38232544,-0.2639624,-0.55036956,-0.1281512,0.25710678
NTNames#Italy,-0.19334301,0.032624703,-0.3133834,-0.2804188,0.2526478,0.51258373,-0.17116861,-0.09272818,0.18117382,0.26691037,-0.17278512,0.519389,0.13278162,0.17529197,-0.040785607,0.096673355,0.20904604,-0.056010142,0.6169937,-0.50671303,0.026591161,0.15448089,0.06500795,-0.16400696,0.45403355,0.044586714,0.24824007,0.14351,-0.119203165,0.35252145,-0.33165675,-0.16838199,0.023895977,-0.28685802,0.17522287,0.31342056,-0.23228687,-0.4529143,-0.03802307,0.1164232
NTNames#Ituraea,-0.32408765,-0.11771477,-0.5688208,-0.40058973,0.30008915,0.31106246,0.08520894,0.28457704,-0.42110112,0.2562396,0.10955559,0.45147064,0.40621668,-0.11951462,-0.4428555,0.061447084,0.42400113,0.10138106,0.28387022,-0.6817563,-0.26734197,-0.17345716,-0.012013834,-0.032746732,0.17391235,0.14005443,0.30293712,0.20181456,0.16919036,0.41132224,-0.3715577,0.20153433,0.16410907,-0.5044888,0.28814137,-0.19202001,-0.41992426,-0.5068553,-0.30410028,-0.26903945
NTNames#Jacob,0.046937924,0.31692255,0.37272078,-0.17283846,0.18440667,0.16593772,-0.1642056,-0.06040704,0.78174496,0.45915967,-0.17051378,0.093544774,0.45318297,-0.8671849,-0.35050866,-0.42403203,0.5228948,-0.11803002,0.6296783,-0.59513813,-0.4709975,0.23523332,-0.12970491,-0.104350455,-0.4045423,-0.3050441,0.6876349,-0.16791584,0.54375243,0.017433453,0.13889739,-0.34505627,0.07328631,-0.51176417,0.05293635,0.44184402,-0.33414927,-0.508674,0.37448278,-0.016024388
NTNames#JacobSonOfMatthan,0.17780131,0.43713614,-0.17774388,-0.22066726,0.10918192,-0.13688232,-0.2143543,0.68828505,0.6130074,0.31001425,0.14025985,0.009623996,0.31599677,-0.18770088,-0.13633354,-0.1928907,0.38621634,-0.059783913,0.773694,-0.5607622,-0.40335387,0.53655374,0.30213255,-0.33442315,-0.09150665,-0.14244966,0.3559726,0.012957876,0.58282435,0.14001177,-0.30986,-0.22391076,-0.08935473,-0.024551809,0.12671193,0.65878934,-0.0658045,-0.4880459,-0.05360915,-0.07912554
NTNames#Jairus,0.41354743,0.17250465,-0.07286876,-0.15214896,0.08543161,0.25568262,-0.17781837,0.17522605,0.16700862,0.15010352,-0.21087551,0.27481326,0.4051287,-0.13546345,-0.3769172,0.33077618,0.04931327,-0.17209056,0.27457973,-0.4318202,-0.58856386,0.26292998,0.23560745,-0.19691765,0.109834805,0.17716888,0.085186474,-0.0015186797,0.42798397,0.3257437,-0.23005491,0.14672585,0.04378968,-0.03800468,-0.03969296,0.213683,-0.20409912,-0.4416168,-0.13725264,0.053674575
NTNames#Jambres,0.24478613,0.1998829,-0.16133605,-0.2232807,0.446738,0.3118104,-0.4245924,0.30169433,0.120641835,0.23794374,-0.13433713,0.01269342,0.33365,-0.25747043,-0.30245158,0.38037524,0.317605,-0.029173087,0.33220625,-0.5219968,-0.5233517,0.25138092,0.2164848,-0.23699932,-0.1842985,0.051882606,0.12892164,0.4115014,0.13964464,0.326149,-0.35517815,0.08741492,0.008870404,0.17607401,0.064104944,0.26757634,-0.16044687,-0.44026184,-0.09461804,0.020205779
NTNames#James,0.44500828,0.21020965,-0.13792507,-0.18979251,0.19144425,0.48108065,-0.046714228,0.16984592,-0.23318511,0.13262403,0.004351918,0.29207042,0.30145195,-0.7098419,-0.61651194,0.106752135,0.22884755,0.10846097,0.50672996,-0.48948908,-0.41994557,0.31871358,0.38106453,-0.18867911,-0.03823056,0.1261913,0.05531334,0.4420711,0.187856,0.22421154,-0.20258665,-0.2608174,-0.08093902,0.2545631,0.065929145,-0.03914556,-0.2979863,-0.5953663,0.110654525,0.16849905
NTNames#JamesSonOfAlphaeus,0.34852836,0.42143747,0.050672024,0.16068093,0.24634291,0.30526415,-0.16492534,0.4413529,-0.13825077,0.44027844,-0.07941035,0.22669254,0.36514992,-0.76954716,-0.66346025,-0.15311056,0.24812257,-0.10520457,0.6286058,-0.4955169,-0.60378927,0.33326438,0.022956733,0.0985609,0.22244677,-0.119664565,-0.05277793,0.5012526,0.22349392,0.13515195,-0.23710148,-0.32498124,-0.02169078,0.1692707,0.13864163,-0.43730342,-0.1339036,-0.69333404,-0.069445305,-0.101046726
NTNames#JamesSonOfZebedee,0.35850504,0.36951965,0.004706727,-0.113373525,1.0032833,0.3221564,-0.08712312,-0.04999894,-0.07458604,0.5948889,-0.17214791,0.26910853,0.43782657,-0.66468775,-0.72741246,-0.3918969,0.2908167,-0.26936314,0.7306175,-0.6614035,-0.72100514,0.27225363,-0.17014958,-0.06745572,0.49700657,-0.03763121,0.074289754,0.27146217,0.5065991,0.023806399,-0.039314196,-0.3684598,0.15586932,0.21088696,0.08521745,-0.0103446245,-0.1259363,-0.49626693,0.20648926,-0.070914485
NTNames#Jannai,0.2006728,0.36182848,0.2163821,-0.4435556,-0.04646611,0.13455176,0.22524056,-0.124502175,0.27809092,0.38054332,-0.14610665,0.010610733,0.3570463,-0.45498443,-0.28466308,0.5126721,0.36889452,0.07034826,0.46705413,-0.44820768,-0.41019675,0.18757768,0.07759101,0.043560166,-0.29627126,-0.07334186,0.032547142,0.30502185,0.31952184,0.17460628,-0.25185755,-0.27207875,-0.008141598,-0.4598471,-0.07632379,0.40323326,-0.16747183,-0.48091364,-0.2302146,0.01639892
NTNames#Jannes,0.3804845,0.10042146,-0.15516384,-0.25670007,0.3708013,0.37232995,0.0045758863,0.26179597,0.08416465,0.16417316,-0.12836023,0.14921258,0.28560123,-0.038824197,-0.2757892,0.4322549,0.30307743,-0.07570757,0.31312108,-0.5782435,-0.50927454,0.25119305,0.31247905,-0.17129017,-0.12602846,0.087609686,0.24414566,0.15838595,-0.17284472,0.30023518,-0.36031047,0.12701514,0.21780208,-0.1368325,-0.06779029,0.22292125,-0.14519277,-0.4689844,-0.20620027,0.012423876
NTNames#Jared,0.3438304,0.24411885,-0.036647525,-0.5118925,0.35589123,0.3605304,0.39027599,-0.082916066,-0.035137825,0.35053954,-0.2554134,0.18942799,0.502222,-0.568619,-0.5690015,0.60433656,0.34636113,0.06164973,0.10242252,-0.42577413,-0.4231978,0.4177236,0.4597264,0.37075815,0.12364849,0.074749395,0.08684312,-0.41075695,0.4170429,0.21872567,-0.13369393,-0.24999034,-0.061036613,-0.09506549,-0.15133664,0.16562134,-0.27923408,-0.55953854,-0.08129785,-0.1165589
NTNames#Jason,0.5880585,0.12688343,-0.19229464,-0.22768615,-0.0480852,0.31446317,0.018625237,0.4837749,0.22077577,0.5076982,-0.66988593,0.23204657,0.5036737,-0.58739674,-0.41686955,0.5284258,0.33784062,0.18413952,0.6043192,-0.14814034,0.22074865,-0.06923628,0.39981323,-0.20376167,-0.12315606,-0.10676192,0.14286478,0.74115163,0.32660127,0.25757104,-0.0633543,-0.01245897,0.26526284,-0.42336375,0.12949185,-0.3537705,-0.07979029,-0.33645394,0.110496305,0.42892668
